Epoch,Train MSE,Validation MSE,Train Accuracy,Validation Accuracy,Train Log Loss,Validation Log Loss,Train R²,Validation R²
64600,0.071530,0.118511,0.912863,0.839141,0.484249,0.803052,0.846631,0.727375
64700,0.071431,0.118504,0.912863,0.839204,0.483766,0.803507,0.846856,0.727418
64800,0.071333,0.118497,0.912863,0.838973,0.483287,0.803959,0.847079,0.727461
64900,0.071236,0.118490,0.910788,0.838973,0.482813,0.804408,0.847302,0.727502
65000,0.071139,0.118483,0.908714,0.838952,0.482343,0.804855,0.847522,0.727544
65100,0.071043,0.118477,0.908714,0.838973,0.481878,0.805297,0.847742,0.727585
65200,0.070948,0.118471,0.908714,0.839057,0.481416,0.805736,0.847960,0.727625
65300,0.070853,0.118464,0.910788,0.839015,0.480958,0.806172,0.848177,0.727665
65400,0.070759,0.118458,0.910788,0.839015,0.480503,0.806604,0.848393,0.727704
65500,0.070665,0.118452,0.910788,0.838952,0.480052,0.807031,0.848608,0.727743
